0,1,2
101.7373091101724,0.1,438.54
101.7373091101724,0.09964792660071203,438.7375551512867
101.7373091101724,0.09887933516232758,438.98756906550693
101.7373091101724,0.09781983983858356,439.2618389336176
101.7373091101724,0.09663236237068101,439.52918832734775
101.7373091101724,0.095515751674692,439.75235973216695
101.7373091101724,0.09457520128064295,439.9224191458236
101.7373091101724,0.09383101965355656,440.0425564319232
101.7373091101724,0.09330091150042802,440.11413350474766
101.7373091101724,0.09299275791531625,440.13998269508903
103.7674516758631,0.09287560355793995,440.1303860791764
103.7674516758631,0.09332559537705667,439.8544375055452
103.7674516758631,0.09437648555684273,439.50450305859783
103.7674516758631,0.09580727648263154,439.12800356185073
103.7674516758631,0.09738865646598678,438.76664742357167
103.7674516758631,0.0989453882426846,438.4481913055817
103.7674516758631,0.10035395101097351,438.1886018903167
103.7674516758631,0.10153115869412238,437.99549102367666
103.7674516758631,0.10243108351946559,437.8694832202784
103.7674516758631,0.10303735508963917,437.80631496033845
100.52336122270117,0.10335893336660854,437.79792315761193
100.52336122270117,0.10280175747650197,438.20833335170784
100.52336122270117,0.10109035502528628,438.77532599831557
100.52336122270117,0.09860566373347038,439.41755569870753
100.52336122270117,0.09582066486921065,440.043931665209
100.52336122270117,0.09321562429229739,440.56677218887836
100.52336122270117,0.09108261055839731,440.9531434375876
100.52336122270117,0.08950197297644748,441.2052055471315
100.52336122270117,0.08840811149907875,441.34976843653726
100.52336122270117,0.08782765135829886,441.3901766670975
102.66611574234935,0.08766684889473601,441.3535382612194
102.66611574234935,0.08827158977033193,441.0098332408236
102.66611574234935,0.08953958712175607,440.5914617100677
102.66611574234935,0.09113750362119996,440.1598051673061
102.66611574234935,0.09286208495767624,439.75422130359203
102.66611574234935,0.09453134319944181,439.4027201100051
102.66611574234935,0.09601267685199126,439.12131360113074
102.66611574234935,0.09722925225993352,438.91522254816334
102.66611574234935,0.09814234219688321,438.7827487410721
102.66611574234935,0.09874590357731006,438.7169974490423
101.5769861421781,0.09906035097929748,438.7073802983359
101.5769861421781,0.09891850114589158,438.86730271734984
101.5769861421781,0.0982766281801667,439.09618997004407
101.5769861421781,0.09730026604022728,439.35859521376534
101.5769861421781,0.09617845548448485,439.618204438027
101.5769861421781,0.09507395549596094,439.8472476983161
101.5769861421781,0.09410377914411171,440.0287706590714
101.5769861421781,0.0933379254704499,440.1557443996429
101.5769861421781,0.09280291319223631,440.2294389316968
101.5769861421781,0.09248970532318138,440.2571548140382
100.99290035249491,0.09236689195806082,440.24926516945663
100.99290035249491,0.09227442149900064,440.2860935473863
100.99290035249491,0.09213336381253112,440.3275088932264
100.99290035249491,0.09196897132078705,440.3683907324449
100.99290035249491,0.09180520045527645,440.4047367096989
100.99290035249491,0.0916594101015974,440.43400286036416
100.99290035249491,0.0915412106215073,440.45544661439646
100.99290035249491,0.0914507649240645,440.4700090395821
100.99290035249491,0.09138748608441574,440.4784755845509
100.99290035249491,0.09135193620535358,440.4812711816673
100.46098664557059,0.09133954721915223,440.4797966595899
100.46098664557059,0.09123766004479479,440.53882811258524
100.46098664557059,0.09101480267610683,440.61252792764145
100.46098664557059,0.09072133765907218,440.68971712034215
100.46098664557059,0.09041713450304403,440.7598140868448
100.46098664557059,0.09014456046355043,440.81637516143996
100.46098664557059,0.08992122974675626,440.8586842610636
100.46098664557059,0.08974568517742434,440.8886139591118
100.46098664557059,0.08962607216958351,440.90584525451965
100.46098664557059,0.08955050775740368,440.9138434668101
101.5186056387773,0.08951344229384316,440.91443681871993
101.5186056387773,0.08973771146858807,440.78124536332484
101.5186056387773,0.09023755023554501,440.6165561326004
101.5186056387773,0.09087275527874283,440.44645038749724
101.5186056387773,0.09154240958519286,440.28938567367817
101.5186056387773,0.09216879655125242,440.1570639212691
101.5186056387773,0.09270877418884446,440.0533715126369
101.5186056387773,0.09315720619817985,439.97497115298836
101.5186056387773,0.09348710900379799,439.9253616085709
101.5186056387773,0.09369901163394041,439.90132583352187
101.95787716829359,0.09380525275028112,439.8979234128233
101.95787716829359,0.09391359917586474,439.8580355442666
101.95787716829359,0.0940704682166407,439.81405860899736
101.95787716829359,0.09424726471313484,439.77184968323314
101.95787716829359,0.0944196171276704,439.7347679160404
101.95787716829359,0.09457579700956091,439.70409946615695
101.95787716829359,0.09470426486663833,439.68137054673633
101.95787716829359,0.0948037278766699,439.66582053511877
101.95787716829359,0.09487430164545196,439.65671719679045
101.95787716829359,0.09491461674770049,439.6537575688912
101.63290684400694,0.0949287993844784,439.655579532135
101.63290684400694,0.09484832827499029,439.7001256640954
101.63290684400694,0.09467330681368721,439.7557981646386
101.63290684400694,0.09445084185681414,439.81395445229487
101.63290684400694,0.09421269526341575,439.8685244690195
101.63290684400694,0.09398793870197039,439.9149447113448
101.63290684400694,0.0937984130703001,439.9501773088402
101.63290684400694,0.09365103947567446,439.97466395269385
101.63290684400694,0.09354280370266584,439.99010185322817
101.63290684400694,0.09347686658511868,439.9967502416135
109.75462147418264,0.09344480697191866,439.99698400217653
109.75462147418264,0.09499844226339563,439.0459247969551
109.75462147418264,0.09867311455616336,437.8400282742153
109.75462147418264,0.10374856409842212,436.5300811827651
109.75462147418264,0.10961950080475986,435.2258054895802
109.75462147418264,0.11585842281195474,433.99282852393895
109.75462147418264,0.12215726091494676,432.86942579607944
109.75462147418264,0.1282809561189771,431.8783654266527
109.75462147418264,0.13403470300179565,431.03472636093636
109.75462147418264,0.13924887007987946,430.3494779750687
109.74015983769358,0.14376493211355976,429.8324805765148
109.74015983769358,0.147260736659021,429.5261866376724
109.74015983769358,0.14972266598165226,429.4084406575708
109.74015983769358,0.15102047373396257,429.48715471540135
109.74015983769358,0.1510488741283114,429.76626762912304
109.74015983769358,0.14974821536335636,430.2423875095464
109.74015983769358,0.1471242447900042,430.9013648595721
109.74015983769358,0.1432933569962877,431.71098910336747
109.74015983769358,0.13850586283796126,432.61763412858693
109.74015983769358,0.133162600377773,433.54519847233934
109.1048797039665,0.12777338581340786,434.40394572182674
109.1048797039665,0.12271637839704966,435.1831977124307
109.1048797039665,0.11839302225746202,435.77108551148734
109.1048797039665,0.11514847608575267,436.12488525010946
109.1048797039665,0.11313804682235053,436.23965910551163
109.1048797039665,0.11233662555395961,436.14241657926834
109.1048797039665,0.11259981198339619,435.8779567406513
109.1048797039665,0.11371813800129552,435.4974543365844
109.1048797039665,0.11546800809959468,435.0490959243652
109.1048797039665,0.11763344972062958,434.57458983407645
110.49678829315754,0.12001773963746888,434.1083039416165
110.49678829315754,0.12278040438299244,433.5140720020021
110.49678829315754,0.1258761392254778,432.9183595884419
110.49678829315754,0.1291143431883172,432.35169920495173
110.49678829315754,0.13233745747172018,431.8357754697789
110.49678829315754,0.13539986439055549,431.38867363801523
