0,1
-0.001963499,-0.004885198
-0.001963499,-0.004640938
-0.001963499,-0.003786028
-0.001963499,-0.004030288
-0.001963499,-0.003908158
-0.001963499,-0.001954079
-0.001963499,-0.004640938
-0.001963499,-0.002808989
-0.001963499,-0.005007328
-0.001963499,-0.003663898
-0.001963499,-0.002198339
-0.001963499,-0.004396678
-0.001472626,-0.002931119
-0.0009817518,-0.003053249
-0.0009817518,-0.002931119
-0.000490878,-0.005129458
-4.100399e-09,-0.003663898
0.0004908697,-0.004885198
0.0009817436,-0.004274548
0.001472617,-0.004274548
0.001963491,-0.005007328
0.002454365,-0.002686859
0.002945239,-0.002198339
0.003436113,-0.004518808
0.003436113,-0.001954079
0.003926987,-0.003419639
0.003926987,-0.002076209
0.003926987,-0.0002442599
0.003436113,-0.0001221299
0.002454365,0.001221299
0.0009817438,0.004152418
-0.0004908778,0.005495848
-0.001963499,0.006106497
-0.003926995,0.009037616
-0.005399616,0.009159746
-0.006381364,0.01245725
-0.007363112,0.01563263
-0.008835733,0.01624328
-0.009326607,0.01612115
-0.009817481,0.01966292
-0.01030836,0.01722032
-0.01079923,0.01722032
-0.0112901,0.01722032
-0.0112901,0.01758671
-0.0112901,0.01416707
-0.01079923,0.01257938
-0.008835734,0.009770395
-0.007363112,0.007938446
-0.005399617,0.002931119
-0.003436121,-0.0009770396
-0.0019635,-0.004640938
-4.527231e-09,-0.007694187
0.001472617,-0.01221299
0.002945238,-0.01648754
0.00441786,-0.02198339
0.005399608,-0.02564729
0.006381355,-0.02821202
0.006872229,-0.03187592
0.007853977,-0.03456277
0.008344851,-0.03895945
0.008835725,-0.03993649
0.008835725,-0.04164631
0.0093266,-0.04469956
0.0093266,-0.04531021
0.009817474,-0.04579873
0.0093266,-0.04592086
0.008835725,-0.04592086
0.007853977,-0.04518808
0.006381356,-0.04189057
0.005399608,-0.03981436
0.003926986,-0.03761602
0.002454365,-0.03492916
0.001472617,-0.0334636
-0.0004908782,-0.03004397
