,intercept_det_v,intercept_det_vc,intercept_det_vc2,intercept_det_vc3,intercept
0,0.0004078459,0.000637447,-0.00062102114,0.0029087397,-1.1002744
1,0.00085436326,-0.004179722,0.014696803,-0.010240301,-1.1030463
2,0.0001775079,-0.0017879615,0.011210932,-0.0064975284,-0.33840916
3,0.0009391885,-0.0050295205,0.018789511,-0.018072285,-1.552671
4,0.0007991206,-0.008319691,0.0357077,-0.035376936,-1.3128223
5,0.0008498917,-0.0022980305,0.007790363,-0.0049715014,-1.1237583
6,0.0005834653,-0.0022997917,0.011425773,-0.010943901,-1.1048193
7,0.0010786334,0.0066033355,-0.036180016,0.04514735,-1.1738929
8,0.00070320786,-9.125256e-05,-0.0025754417,0.009384179,-0.9183981
9,0.0009969891,-0.0025817496,0.0021784743,0.010244741,-0.67776644
10,0.00030317818,0.0029664275,-0.01180264,0.0176201,-0.755619
11,0.0007793559,-0.00058163307,-0.0041455273,0.016665319,-0.35756862
12,0.0010333848,0.0051259934,-0.029401595,0.033832856,-1.3265758
13,0.0006883021,-0.0072998367,0.033127956,-0.033655237,-1.3266594
14,0.00073375466,-0.003877715,0.017276414,-0.018534824,-1.7181597
15,0.00034935176,0.0048688627,-0.019553822,0.025097948,-1.1422294
16,0.00018713537,-0.0033671516,0.017795013,-0.013646533,-0.3570668
17,0.00031340602,0.003275535,-0.013333602,0.019381126,-0.77606976
18,0.000584161,0.005463004,-0.025718404,0.03753263,-0.6794076
19,0.0010305052,0.005248676,-0.029743554,0.034105223,-1.3271694
20,0.00075852766,1.9476633e-05,-0.004182097,0.012252828,-0.81872606
21,0.000853254,-0.004135794,0.014543407,-0.010109093,-1.105817
22,0.0011615041,0.0048755133,-0.030956423,0.035373103,-1.5806605
23,0.0007036469,-0.0048386813,0.019197587,-0.017210405,-0.8386546
24,0.00017663103,0.0015766607,-0.0050146473,0.010887736,-0.33444756
25,0.0005041991,-0.00174164,0.009843818,-0.008421309,-0.63164926
26,0.000650947,0.0007559878,-0.008078093,0.020215128,-0.25681475
27,0.0009496437,-0.0007492402,-0.0018068992,0.0072625317,-1.5573928
28,0.00094358233,-0.0100569315,0.04052877,-0.040301707,-1.176627
29,0.0005107947,-0.0032573587,0.013044628,-0.011967937,-0.6298853
30,0.0007559088,0.0022428206,-0.015021804,0.026576992,-0.4313941
31,0.00043381692,-0.00033969342,0.0042345515,-0.003018996,-1.0882593
32,0.0006905008,0.0057390532,-0.02661402,0.031916972,-1.3108726
33,0.0006921763,0.0019900824,-0.01149624,0.024050858,-0.4936413
34,0.00064110575,-0.0025109851,0.012059008,-0.013617335,-1.7819664
35,0.00053369044,-0.0008214124,0.0051892903,-0.006369201,-1.7830796
36,0.0001632315,-0.0037662243,0.022447646,-0.02417536,-0.31687754
37,0.00091410935,-0.009711113,0.039023697,-0.03854111,-1.1002024
38,0.0009175696,-0.004178289,0.01493908,-0.01110581,-1.1664773
39,0.0006033967,-0.0008053798,0.0015474769,0.00657626,-0.6986666
40,0.0003758647,0.0049034692,-0.019809317,0.025402682,-1.225473
41,0.0009360245,-0.0008490964,-0.0013211023,0.006901574,-1.5320168
42,0.00079745235,-0.00015731505,-0.0063181203,0.01927468,-0.35023206
43,0.00074219296,-0.0048608556,0.019220239,-0.017201647,-0.9457679
44,0.00025123713,0.0020902809,-0.007640597,0.012977526,-0.59515584
45,0.00038537875,0.009470808,-0.040322013,0.05025243,-0.9538851
46,0.0005089642,0.008023389,-0.03598614,0.04745924,-0.74121827
47,0.00043853538,9.882648e-05,0.0021881927,-0.000608586,-1.1091279
48,0.00038100083,0.00040656744,-0.0009155669,0.0070284815,-0.5068858
49,0.001025933,-0.0059327753,0.022371747,-0.018078703,-1.2268819
50,0.00080683705,-0.00052869756,-0.004731881,0.017700987,-0.30064502
51,0.000649114,-0.00092197885,0.0011032866,0.0058426773,-0.629631
52,0.0009963755,-0.002586836,0.002224722,0.0101623265,-0.682042
53,0.0005151353,-0.0011408881,0.007514474,-0.009148063,-1.7858874
54,0.0007831948,-0.0003893075,-0.0049441303,0.017936075,-0.24890722
55,0.0006333277,0.0059636096,-0.026892249,0.031567685,-1.343243
56,0.0008009228,-0.00061593956,-0.004180872,0.01723039,-0.2529135
57,0.0005311873,-0.002784574,0.014973274,-0.01757156,-1.7261426
