,intercept_det_v,intercept_det_vc,intercept_det_vc2,intercept_det_vc3,intercept
0,0.00073329714,-0.0017525372,0.004514409,-0.0025959637,-1.4641111
1,0.0006799853,-0.0029930372,0.012866233,-0.011025169,-0.9476657
2,0.00020095136,0.004505171,-0.018348211,0.025072547,-0.4163171
3,9.726606e-05,-0.004341694,0.025648452,-0.028159663,-0.19513446
4,8.728229e-05,-0.0057775187,0.032590084,-0.035835125,-0.4797173
5,8.7995555e-05,-0.0044368994,0.02617099,-0.028760815,-0.18508577
6,0.0008702991,0.0075143506,-0.037891462,0.046136834,-0.8715636
7,4.8137736e-05,0.0025269794,-0.007854588,0.016199967,-0.1346251
8,0.0009852223,-0.0051215263,0.014693813,-0.0005854128,-0.4277664
9,0.0009935835,-0.004313573,0.0111540435,0.0029917855,-0.45141906
10,0.00040712906,-0.00018076354,0.00399849,-0.0029557305,-1.1192219
11,0.00031515412,0.0011505268,-0.0014894905,0.0027748563,-1.0968094
12,8.880183e-05,0.0019716036,-0.0059603387,0.014580496,-0.1824288
13,0.0005881223,-0.00043699768,0.0022669928,-0.0003136286,-0.99140215
14,0.0011460632,-0.006655823,0.024514733,-0.020667229,-0.92988026
15,0.0006018937,-0.0009583559,0.0043093665,-0.0005354489,-1.2725093
16,8.0793805e-05,-0.0041090734,0.024683118,-0.027299017,-0.18230301
17,0.00062095764,0.0026096432,-0.01390962,0.023232812,-0.6699946
18,0.00038658376,5.2266638e-05,0.0031354718,-0.0020950339,-1.1041352
19,0.0007884891,-0.0026869269,0.008893102,-0.007964224,-1.761262
20,0.0014222336,-0.011004223,0.0349726,-0.03081826,-0.93557924
21,0.0009450729,-0.0009746364,-0.00071390293,0.0055831866,-1.542774
22,0.001006112,-0.0017588679,-0.0026604515,0.017716793,-0.09539302
23,0.0008249955,-0.0073069697,0.02790334,-0.025921527,-0.6584511
24,0.0011941727,0.0036964999,-0.026095249,0.031192807,-1.2874641
25,0.00026286457,0.011303114,-0.046831522,0.056939445,-0.9821356
26,0.00038132444,-0.0012552931,0.007886634,-0.00871159,-0.7790344
27,0.00016996407,-7.86342e-05,0.0025767614,-0.0040359376,-0.088938236
28,0.0003663899,-0.0011818958,0.0076095583,-0.008443767,-0.7305312
29,0.00060175144,-0.003960986,0.016906772,-0.015239532,-0.84389925
30,0.00035111545,-0.0017328083,0.006920058,-0.002739334,-0.17910598
31,0.0010918379,-0.011271471,0.042890932,-0.03430444,-0.943733
32,0.0006789963,-0.0024900977,0.007813731,-0.00083439535,-0.6681156
33,0.0011649844,-0.0033432124,0.007983028,-0.0027562273,-0.75725514
34,0.0003041962,0.02666695,-0.11337454,0.121716045,-0.63181454
35,0.0011011838,-0.003084662,0.002664923,0.010696246,-0.54648155
36,0.0006311881,0.0029415525,-0.015596053,0.025286162,-0.65313363
37,0.0011073205,-0.008133134,0.027273409,-0.024434999,-1.0191975
38,0.0013856379,-0.013059918,0.046356812,-0.03513533,-0.83526784
39,0.00041000816,-0.0010952381,0.007387046,-0.008006385,-0.93979406
40,0.0011006658,0.0015685363,-0.013884176,0.018836355,-0.98354113
41,0.0006216741,-0.0048853434,0.021952625,-0.023586625,-1.553286
42,0.0008415833,-0.0025826767,0.0072284155,-0.005739435,-1.7950561
43,0.0010547598,0.003089767,-0.020695914,0.025902754,-0.885677
44,0.0006394013,-0.006768113,0.03175781,-0.033307716,-1.4852335
45,0.000581083,-0.0017706272,0.008346377,-0.0076281624,-1.2822876
46,0.00082799565,-0.0023969312,0.0050421953,0.0042309095,-0.6836019
47,0.00094693125,-0.0009990386,-0.00070376735,0.0056250095,-1.5249193
48,0.00044228986,0.005907792,-0.026041336,0.038341332,-0.6096768
49,0.00085934915,-0.0011117372,-0.0029741242,0.016125392,-0.22297062
50,0.0011665494,0.0035896762,-0.02481444,0.029722642,-1.2607951
51,0.00040122587,-0.00091026886,0.0038250515,0.0013148284,-0.40702057
52,0.0011078888,-0.008152443,0.02734136,-0.024502352,-1.0195601
53,0.00067291677,0.0007764796,-0.0054373452,0.011778365,-1.0875487
54,0.0011392147,-0.0050471267,0.01708407,-0.013195533,-1.0040047
55,0.00031110735,0.011527385,-0.04843413,0.058335334,-1.0748305
56,0.00060299254,-0.0036135137,0.015462792,-0.0136908125,-0.89399457
57,0.00072208396,-0.00071949506,-0.0005028726,0.0031222915,-1.5018636
58,0.0010405761,-0.002885269,0.0027673715,0.009717601,-0.6315574
59,0.0009477163,-0.0009774327,-0.00079341076,0.0057488643,-1.5214108
60,0.00036983463,0.029750608,-0.12786357,0.13585329,-0.6616206
61,0.00021837902,0.011699465,-0.047610335,0.057626024,-1.0073062
62,0.00015358279,-0.0018033942,0.013176887,-0.015808454,-0.38966084
63,0.0010378155,0.0027921495,-0.019030673,0.024196437,-0.85225624
64,0.00034929265,-0.00034834174,0.0020874315,0.0029223457,-0.4206254
65,0.000801525,-0.0012900792,0.00061671896,0.012901685,-0.5113791
66,0.00088040443,-0.002619071,0.006526319,-0.0047582947,-1.8404043
67,0.0008100678,0.003770461,-0.019480633,0.02450442,-1.4936674
68,0.0010856134,0.0015902165,-0.013829715,0.018834267,-0.9415048
69,0.00030776317,0.009839728,-0.040875416,0.052545376,-0.7200761
70,0.0005991129,-0.0007202537,0.0036122932,-0.0017627811,-1.0332792
71,0.0005282638,-0.002831773,0.013031548,-0.011466569,-0.8917537
72,8.210417e-05,-0.0059753032,0.033382967,-0.03638488,-0.30680025
73,0.0005953239,-0.004940432,0.022447603,-0.023895377,-1.4704906
74,0.0010014533,-0.008071283,0.027509376,-0.024902599,-0.7689408
75,0.00075971434,-0.0073244544,0.02904537,-0.027554682,-0.6243953
76,0.00077398185,-0.0030708667,0.009085692,-0.0011553582,-0.6666236
77,0.0007406527,-0.0010822536,0.0008934724,0.0015404202,-1.533363
78,0.00061170995,0.0022541028,-0.012124764,0.020924008,-0.6988162
79,0.00011031098,0.00022174517,0.00299219,-0.0049352567,-0.17218637
80,0.0010548752,0.0031323044,-0.020869095,0.026059216,-0.8903152
81,0.0010146723,-0.0019722362,-0.0016853441,0.016477633,-0.14428356
82,0.00016163423,-0.00027197943,0.004244372,-0.0058776955,-0.12675309
83,6.0329632e-05,-0.0051378263,0.029751485,-0.03248371,-0.11296296
84,0.0014413343,-0.011133591,0.034964282,-0.01967478,-0.47293532
85,4.0208306e-05,-0.0058739576,0.03286368,-0.035830967,-0.2267837
86,0.001070134,-0.003543844,0.005678503,0.0057273726,-0.8400299
87,0.00042437064,-0.0006678641,0.005791217,-0.004722177,-1.0353966
88,0.00084434514,-0.00808856,0.034545965,-0.031494033,-1.5203366
89,0.0008991176,-0.0008081426,-0.005220748,0.019334307,-0.15316634
90,0.0007933845,-0.008759644,0.038161065,-0.03394061,-1.3090429
91,0.0005398689,-0.0012318457,0.008453168,-0.006726402,-0.7615578
92,-8.51259e-05,0.0025913133,-0.0062165116,0.008871635,-0.09782464
93,0.00030772114,0.001866188,-0.0051144897,0.0069935527,-1.0595796
94,0.0005626375,-0.0046806387,0.021676261,-0.0234158,-1.4463701
95,0.0009232844,-0.0011179692,-0.004168323,0.018353397,-0.15477547
96,0.00037779406,-0.0027370632,0.014356859,-0.014946193,-1.18665
97,0.0009161102,-0.008552497,0.035700887,-0.03218663,-1.5195373
98,0.00075158343,-0.0015003791,0.0030746055,-0.000775033,-1.5036516
99,0.00053013186,-0.0007796188,0.006733649,-0.0047220965,-0.74270695
100,0.00018747339,0.005031742,-0.020452011,0.028361605,-0.38215566
101,0.0003008093,0.0014782909,-0.0030955651,0.004629127,-1.0508585
102,0.00019563237,0.0049046623,-0.020035993,0.027361939,-0.40294367
103,0.00048078186,0.006547755,-0.028356947,0.033210233,-0.91741663
104,0.0011020968,-0.0066174637,0.025180133,-0.021616,-0.91974014
105,0.00012783053,-0.0006119464,0.0052590026,0.0022079642,-0.25538436
106,0.000101697595,-0.00534992,0.03009772,-0.032814864,-0.3595895
107,0.000997055,-0.0068228175,0.023818739,-0.021574924,-1.0732495
