u,y
2.1979944980119432,-0.6964739358243237
-1.7584942699263824,2.1962041897866995
1.033198599521798,1.0128006761115913
-2.3007809553446728,1.167675480644063
-2.335682187324336,-0.7594497398364715
1.534922438470065,-1.4375941507951504
0.7140215094439312,-0.5216243212245718
1.3326736651616096,0.43555424216109856
2.3410413231957303,-0.015975684485166397
0.616307906411443,1.6341423557064305
1.3536079497195896,1.6099418672485446
1.667798741772436,1.5985107070155808
1.0080982525461506,0.6650026996574625
2.0277054358816757,1.9623612852036882
1.0028145671849593,2.9834011857641043
1.601730587805756,0.6673937941797954
1.6562907617394034,2.4489150916500737
2.3907507271904387,0.7958111527966011
1.2591125396248186,2.9171208725353863
2.3789317095806646,-0.3254576409045796
-0.9070001808722178,3.8493153615163873
-1.9677572794147569,-2.477075867260078
1.5057041572802177,0.12336160864640117
-2.120018441540613,0.7877701515043214
1.9859814313033124,0.5810021027039103
-1.3110784196505931,1.8397641172764096
2.456127181864027,-0.43361020092361424
-2.1609728360085385,3.4504913548671996
-2.0450992749184813,-3.0015121198122707
2.43227768201713,1.5445192248808466
1.6913522863447068,3.894301889729133
0.303889703555163,-3.765192692509245
-1.243088111670404,-0.13600836737105795
1.6690029771794912,-0.6591833376714973
-0.6489190033413667,0.32776824874843813
-2.2024335797294343,0.07910020108771845
-1.149401358307841,-3.952203251297118
0.2746661187669158,-2.2450228434692456
1.5452767274040724,-2.3873517683289522
2.0246958385862324,0.08197951064630393
-2.0840522038691955,0.9549865341600611
-2.3957686605517727,0.8087910526318587
-1.3821707046862337,-5.686916012472559
2.2251552596471083,-3.295712742775762
-2.1417201626890137,2.626058496670831
0.7489766894826799,-1.6131074373402645
0.13387672238001025,3.467949443895959
0.7923767437765983,-2.86129468620258
-0.6283454499297136,4.2137027053494664
-2.050432479768526,-4.688709114736754
-0.09145103663246612,1.5401799615411567
-0.9835990511184101,1.092601765159885
-1.6983939340740783,1.2584081729832415
-2.1173895677750307,1.176755223560265
-1.4362607715467264,-1.8920985749971928
1.190667851624036,-3.064621389485232
-1.5949279765561113,0.8635167664021585
-2.448094119071949,0.15177296007419294
-2.1756137739435504,-5.651485312484402
0.46806369067457276,-2.5599789694099924
2.0451176313599295,-1.7388792755261289
1.0699673379438264,0.1802461757055088
1.039360032308042,-0.6655621848615506
-1.717040446116831,1.9436183150570936
-2.2206253067491835,1.9177287933620761
2.367403840015681,-2.7018479308189978
-1.7409134186324993,1.2161235401037478
-1.1323158567095697,-0.18119117402714238
1.514206661810857,-2.52813826290369
-2.2768367155273705,-0.43474979496384997
1.8942432686417165,-3.47304815824652
1.9699090522000684,4.207518663766121
0.7027357545860696,-2.0816082957387314
1.0833862392308995,0.4970203469993148
-0.8732754971022189,0.8102892343970327
1.0635975463869767,-0.3857198630768323
-2.0765792797831195,0.35391170249900017
-1.4778466122517715,-0.6356500710417965
-1.1520771979366284,-3.917904650133636
0.6280345857641051,-3.6068018031851983
0.3126791907817289,1.4705140392212162
0.7193312255476447,0.387871812501974
1.8282013316864902,0.6242213607791823
-0.7204865833373797,1.4149270623283097
-0.36167107357585826,2.10943192784928
0.40638872010778926,0.35570755186609354
0.32500184481954963,0.48724417817359283
0.770104989845839,1.0209065879193289
0.734724298342152,1.4010552771207616
0.5532960019686017,1.9644671112225727
2.239314215702262,1.9987206525850718
-1.0704008262054625,3.9312047266299714
-0.7317234959822255,-5.02327749040556
-1.9519314910797774,2.4557497515433346
2.2393053056648053,-3.3439962595058343
1.2415736124380705,4.419619559756365
2.3173696429222006,-4.79994618052398
0.9661136060548386,3.5836393145231864
0.233971630609639,-2.4679985996537934
0.056210749026400775,1.997145237507068
2.129585167696519,-0.2986837094586605
2.416780932495366,2.496555817442969
-0.004897706364775933,1.2950957813070298
-2.283469090246217,1.5327735111621084
-0.19430608608404176,1.8820931291735508
-1.2810242273031318,-0.22102470679992187
-0.12310359588707132,-0.721932878929145
1.6372364870386131,-2.1313681670625417
1.6635193064775873,0.20711123896606892
1.7728092079743907,0.8354525016625353
0.08715693475596198,1.696527685321875
1.979117280096729,1.7770793336073176
-1.6328372502526505,2.742726763928023
0.07264663701842311,-3.298725859869268
0.3826994592600469,2.7326888482216964
0.6918073729878788,-0.32687146968174996
-0.388249550314298,2.0105010790172546
1.2671176487098141,0.7711063949602591
-2.384332269651723,0.02026164139524876
-1.4760354731630587,-1.3071434074552593
0.787642772676389,-0.35300547027351736
-1.1870894389186644,0.06434346352998216
-0.08317745575640467,-0.18571595905249128
0.08120982791398335,-0.7164528510521351
-1.7140447267369034,-1.5346712971425556
-0.4506329805483483,-3.5650403860872366
-2.44210903024494,-0.06899353373348421
-0.5007884821027908,-1.6572688228383188
2.1145714121958807,1.4102678204348658
-0.7166725097880955,1.0082309895722044
2.3115972086436405,1.2253080842942097
-1.4426342808281545,3.609804351989487
-1.111948025333479,-6.070240299144439
1.5859261832302063,1.7090652399821302
0.9044246843845222,2.9863362147524617
1.3204499467769,2.082389456814022
1.9082642049539396,1.9902265563182993
-0.44922523552790916,1.266816027107249
-2.391650568420682,1.1148829458998424
1.3870282322576233,2.060178761799594
0.8649059283893534,1.6976851317159594
0.6446166864779129,0.6639529581028449
-1.4603333841154575,0.13789422102376792
-0.8985138247845942,-0.3407450792699318
0.07902867865054453,-2.09469063175832
0.9335540828650973,-1.8995969762854197
-1.7614473738036274,-0.9458112265545419
-2.094644607724778,-2.6509558039462346
1.567700563121297,-2.9404857654983103
0.544333081850385,-0.4398447571595392
-1.4931381002568278,-0.5299922596957791
-2.0477689720371393,-2.496365800478886
-2.168482417409155,-4.702225847968385
0.37167246237239937,-1.9196420278988067
-0.0547509177151656,-1.9644525103768617
1.2032649292478044,-2.3026588932088785
2.073697206272266,-0.883521585336192
-0.2533210749825415,0.49592692700874075
-0.12014442569596662,0.7621614668327674
0.823165807143526,1.5282881068040326
0.9028795906584475,1.8776557098900564
0.9418923811282087,2.479493926856033
0.8477452633443983,1.954371542021103
-0.8384789266031911,1.6915960800505037
1.9249992611465068,0.9810872287454085
1.7030238293870252,2.844697207268615
-1.7076028549522855,-0.5819097945876021
-0.7870187701260961,-4.624358151980077
0.5565363534690665,-3.0671797763866384
-0.5072670906256305,-0.9337025704343874
-0.204342315575346,-1.0899073395087604
-0.9804588829017796,-2.2741545415522375
0.5840014795610421,-2.016594441139448
1.3588442026527547,-0.7922968668601146
1.4783388070821668,-0.43448197551596535
-2.3285064957364856,0.8297339611322779
0.28074701773095845,0.9761066467029469
-1.2279676492675895,-0.25711275656478
-2.17094183426995,-1.4621746585982072
0.9378202293532123,-5.309447924651654
0.22520997865117298,-0.16350896120575348
-1.1920402277394544,-0.09944305727660759
0.7581639218702912,-0.5386835649887687
-0.31757676783847166,-1.6509360448313175
-2.342496331382744,-1.4147233624887383
0.35260998166785573,-4.932268494674594
-0.07146222758618093,2.345003379254174
-1.6639125635440926,-0.767886357906044
1.301562778905181,-1.4105303877326616
-0.6058516715734369,-0.35708802184556526
-0.8553343548379999,-0.8635025462151109
-1.1296066982648623,-1.4608403441955102
-1.1875479911360447,-2.729574547728845
-2.3201131521114506,-2.887001101231126
0.37546665728372786,-4.096082332628713
1.5687138647045957,2.1939334248326308
-1.093140008932418,0.11351485182969173
1.3066368584751937,-0.5280770804832118
-2.135679247089212,-0.338378976922022
2.1397781159533698,-0.319330114797327
0.14231731032870676,2.226368263109809
0.5183392673141235,0.5147204851977535
-1.8319769725490214,-1.4338270967610312
1.3255039599777318,-2.164978498946555
-2.445285580308723,2.438052382221685
1.759244102134655,-3.3242566875266633
0.7934666379554645,3.8371659393304776
-0.39096263902323736,-3.2289787394435896
1.150641096280491,2.1525426739470888
-0.6738352608545151,0.4430042753335284
-1.603103091175201,-0.8392839958762435
-2.4428443124353487,-2.0138878313074278
2.0730477452166545,-4.653544758212893
-0.06125018373974389,1.2881668997332358
0.041158748027250724,0.8801653508032985
-2.327941016225517,0.2437825386224078
-1.8877370326379062,-1.0980819051779749
1.1819108262458138,-4.237109987756193
0.9148834598904926,-1.3175827953124228
-0.08866799229840738,-1.2230225221635898
-0.32888027468730374,-1.5223608867789775
-1.317711297075976,-2.4240852221867892
1.6054691655576296,-3.7742348722001644
2.0307196436897357,1.9787182925662805
-1.7287089749967577,1.4343549070931485
-1.3388456461380505,0.9980778987050198
1.690288398841438,-1.4577742403686154
0.8334112799031007,0.006460479355419428
-0.25039086071408145,0.6722174336973027
-0.05598977908234881,0.4946067146213916
2.4720789758369093,1.0407830971264092
-1.0098216908491557,2.5498751826820696
-0.11676783569886995,-3.182910894418922
-1.7168589758516206,2.9410245806832678
1.0722045557321769,-5.07786788405924
-2.2918828316778415,1.5110851886902976
-1.6190917391755915,1.0857375749928124
1.0356757135568984,-2.785400484215021
2.4778191913710996,-1.4332098157731847
-1.3424063294208604,0.7978885297425429
1.9006833978092867,-0.08261495868723484
